user_id,event_id,event_type,event_sub_event,event_average_rating,adjusted_attendance_rate,clicks,user_encoded,event_encoded,event_type_encoded,event_sub_event_encoded
U1A8K9T,E11M142,Poster Making,Competition,3.33,0.801,269.8,182,63,4,1
U1A8K9T,E09C100,Garba Night,Cultural,4.88,0.516,96.2,182,48,1,2
U1A8K9T,E04M100,Sketching,Competition,4.49,0.713,76.7,182,20,6,1
UIFHR0M,E11R100,Webinar,Career,4.38,0.788,129.3,2611,64,8,0
UIFHR0M,E04R100,Webinar,Career,4.2,0.45,79.8,2611,22,8,0
U72EORT,E06T100,Reload,Technical,3.84,0.769,205.0,1003,35,5,3
U72EORT,E04M142,Poster Making,Competition,4.34,0.605,249.6,1003,21,4,1
UZXXTCV,E07M142,Poster Making,Competition,3.62,0.615,205.2,4989,39,4,1
UZXXTCV,E07R100,Webinar,Career,4.22,0.891,249.1,4989,40,8,0
UZXXTCV,E07R100,Webinar,Career,4.08,0.595,125.1,4989,40,8,0
UZXXTCV,E07C100,Concerts,Cultural,3.89,0.425,55.3,4989,36,0,2
UM10TQ9,E08T100,Nimbus,Technical,3.32,0.676,224.0,3097,47,2,3
UM10TQ9,E12C121,Poetry,Cultural,4.11,0.444,114.5,3097,67,3,2
UM10TQ9,E09M142,Poster Making,Competition,3.88,0.852,204.7,3097,51,4,1
UX6EVB5,E09T100,Reload,Technical,3.07,0.606,88.5,4610,53,5,3
UX6EVB5,E07T100,Speed,Technical,4.57,0.465,33.6,4610,41,7,3
UX6EVB5,E10M100,Sketching,Competition,4.22,0.781,297.8,4610,56,6,1
UZMC7OZ,E03C100,Concerts,Cultural,4.07,0.397,55.3,4941,12,0,2
UZMC7OZ,E04R100,Webinar,Career,4.2,0.71,296.6,4941,22,8,0
UZMC7OZ,E06R100,Webinar,Career,4.25,0.951,293.4,4941,34,8,0
UZMC7OZ,E12R100,Webinar,Career,3.44,0.567,240.2,4941,70,8,0
UZMC7OZ,E09T100,Reload,Technical,4.28,0.821,201.2,4941,53,5,3
UXJKSUE,E12C100,Concerts,Cultural,3.92,0.803,177.6,4654,66,0,2
U7M97H9,E12C100,Concerts,Cultural,4.61,0.904,261.2,1064,66,0,2
U7M97H9,E08R100,Webinar,Career,4.21,0.465,93.9,1064,46,8,0
U7M97H9,E04R100,Webinar,Career,4.38,0.658,145.6,1064,22,8,0
U7M97H9,E08R100,Webinar,Career,4.02,0.473,189.6,1064,46,8,0
U3J8O16,E06C100,Concerts,Cultural,3.87,0.543,129.2,508,30,0,2
U3J8O16,E11C121,Poetry,Cultural,3.38,0.555,134.0,508,61,3,2
U3J8O16,E05R100,Webinar,Career,3.22,0.386,105.8,508,28,8,0
U3J8O16,E07C100,Garba Night,Cultural,4.46,0.666,173.6,508,36,1,2
U3J8O16,E12T100,Nimbus,Technical,3.15,0.759,256.7,508,71,2,3
UGT4LQR,E05T100,Reload,Technical,3.74,0.676,68.4,2358,29,5,3
U2LVNYJ,E11R100,Webinar,Career,3.77,0.784,281.0,393,64,8,0
U2LVNYJ,E10C100,Concerts,Cultural,4.2,0.508,209.8,393,54,0,2
U2LVNYJ,E04R100,Webinar,Career,3.21,0.583,248.7,393,22,8,0
U2LVNYJ,E03R100,Webinar,Career,4.1,0.734,171.3,393,16,8,0
U5OMQ61,E07T100,Nimbus,Technical,3.91,0.521,236.1,814,41,2,3
U5OMQ61,E06M142,Poster Making,Competition,2.95,0.586,14.7,814,33,4,1
UA36KQ2,E11R100,Webinar,Career,4.07,0.911,247.3,1411,64,8,0
UA36KQ2,E03M100,Sketching,Competition,4.18,0.593,21.6,1411,14,6,1
UA36KQ2,E12M100,Sketching,Competition,4.35,0.869,268.1,1411,68,6,1
ULMOIGR,E03R100,Webinar,Career,4.93,0.9,297.7,3033,16,8,0
ULMOIGR,E07C100,Concerts,Cultural,3.7,0.69,95.3,3033,36,0,2
UIZWAEX,E04C121,Poetry,Cultural,3.11,0.693,71.0,2684,19,3,2
UIZWAEX,E01T100,Reload,Technical,3.64,0.832,232.0,2684,5,5,3
UHGSIT2,E09R100,Webinar,Career,4.11,0.629,83.4,2456,52,8,0
UHGSIT2,E08R100,Webinar,Career,3.6,0.589,261.0,2456,46,8,0
UTPCTXP,E02T100,Speed,Technical,4.58,0.619,39.8,4126,11,7,3
UTPCTXP,E08R100,Webinar,Career,4.35,0.549,46.5,4126,46,8,0
UTPCTXP,E07T100,Reload,Technical,4.45,0.847,294.0,4126,41,5,3
UTPCTXP,E09T100,Nimbus,Technical,3.26,0.776,205.4,4126,53,2,3
U0G67LO,E01T100,Speed,Technical,3.94,0.772,255.6,60,5,7,3
UHITIL1,E07R100,Webinar,Career,3.68,0.566,104.1,2463,40,8,0
UHITIL1,E08R100,Webinar,Career,3.71,0.49,206.2,2463,46,8,0
US1LBE0,E12R100,Webinar,Career,4.59,0.773,182.3,3919,70,8,0
U4RDL98,E06C100,Garba Night,Cultural,4.08,0.762,184.9,674,30,1,2
UF0VCH1,E09R100,Webinar,Career,5.0,0.723,207.9,2136,52,8,0
UF0VCH1,E10R100,Webinar,Career,4.24,0.747,176.9,2136,58,8,0
UF0VCH1,E07C100,Garba Night,Cultural,4.12,0.605,134.4,2136,36,1,2
UF0VCH1,E02C100,Garba Night,Cultural,3.56,0.419,90.0,2136,6,1,2
UF0VCH1,E11M142,Poster Making,Competition,3.8,0.791,232.9,2136,63,4,1
U4GGEGK,E04C121,Poetry,Cultural,3.64,0.719,75.6,626,19,3,2
U4GGEGK,E09T100,Nimbus,Technical,4.96,0.754,210.8,626,53,2,3
ULHTW23,E06C121,Poetry,Cultural,4.08,0.504,77.7,3017,31,3,2
UTO26RA,E05C100,Garba Night,Cultural,3.56,0.566,191.3,4121,24,1,2
UFVN3H2,E04M100,Sketching,Competition,4.67,0.567,226.7,2242,20,6,1
UFVN3H2,E05T100,Reload,Technical,3.15,0.71,73.4,2242,29,5,3
UMNWVCB,E01M142,Poster Making,Competition,4.82,0.452,27.4,3189,3,4,1
UMNWVCB,E03C100,Concerts,Cultural,4.14,0.515,48.0,3189,12,0,2
U43O9JJ,E09C100,Concerts,Cultural,3.34,0.497,185.7,583,48,0,2
UCP8IO6,E01C100,Concerts,Cultural,4.24,0.605,256.3,1801,0,0,2
UCP8IO6,E05C100,Garba Night,Cultural,2.43,0.664,23.0,1801,24,1,2
UCP8IO6,E10C100,Concerts,Cultural,3.95,0.808,222.9,1801,54,0,2
UCP8IO6,E07M142,Poster Making,Competition,4.05,0.753,109.0,1801,39,4,1
URFT7OA,E06R100,Webinar,Career,3.79,0.62,148.8,3838,34,8,0
URFT7OA,E06C121,Poetry,Cultural,3.74,0.881,279.4,3838,31,3,2
URFT7OA,E06M100,Sketching,Competition,4.22,0.527,106.3,3838,32,6,1
URFT7OA,E09M142,Poster Making,Competition,4.6,0.735,144.9,3838,51,4,1
UVVAABG,E05T100,Nimbus,Technical,4.2,0.648,14.0,4437,29,2,3
UVVAABG,E04T100,Speed,Technical,2.97,0.543,33.7,4437,23,7,3
UVVAABG,E12C100,Concerts,Cultural,3.7,0.694,85.0,4437,66,0,2
UVVAABG,E12M142,Poster Making,Competition,3.67,0.512,18.1,4437,69,4,1
U6N9QG1,E03R100,Webinar,Career,3.83,0.854,193.1,939,16,8,0
U6N9QG1,E09M142,Poster Making,Competition,4.06,0.422,133.7,939,51,4,1
U6N9QG1,E07C100,Garba Night,Cultural,3.59,0.557,169.0,939,36,1,2
U6N9QG1,E11C100,Garba Night,Cultural,3.92,0.563,60.6,939,60,1,2
U6N9QG1,E12R100,Webinar,Career,4.84,0.691,95.8,939,70,8,0
UVHWPRJ,E10M142,Poster Making,Competition,4.52,0.738,202.5,4382,57,4,1
UVHWPRJ,E01M100,Sketching,Competition,3.48,0.766,289.9,4382,2,6,1
UOQJS7Q,E07T100,Reload,Technical,3.21,0.414,24.6,3498,41,5,3
UOQJS7Q,E09R100,Webinar,Career,3.2,0.624,268.2,3498,52,8,0
UOQJS7Q,E08M142,Poster Making,Competition,3.71,0.726,177.3,3498,45,4,1
UM9760N,E03T100,Speed,Technical,4.46,0.575,173.5,3129,17,7,3
UM9760N,E07M100,Sketching,Competition,4.11,0.472,155.1,3129,38,6,1
UWVL6XO,E01C100,Garba Night,Cultural,4.44,0.616,30.1,4569,0,1,2
UOW5M0F,E02T100,Reload,Technical,4.69,0.622,36.1,3514,11,5,3
UOW5M0F,E10C100,Concerts,Cultural,3.4,0.684,184.3,3514,54,0,2
UOW5M0F,E07T100,Speed,Technical,3.98,0.487,108.9,3514,41,7,3
U906QI4,E08M142,Poster Making,Competition,4.54,0.597,276.0,1246,45,4,1
U906QI4,E09T100,Speed,Technical,4.6,0.465,127.9,1246,53,7,3
U906QI4,E02T100,Nimbus,Technical,3.76,0.638,51.6,1246,11,2,3
U906QI4,E02R100,Webinar,Career,4.27,0.544,217.3,1246,10,8,0
U906QI4,E07M100,Sketching,Competition,5.0,0.62,95.1,1246,38,6,1
U6HRMBQ,E08C100,Garba Night,Cultural,3.68,0.739,162.4,918,42,1,2
U5FLMKU,E07M142,Poster Making,Competition,4.62,0.489,212.4,773,39,4,1
U5FLMKU,E01T100,Nimbus,Technical,4.22,0.585,271.1,773,5,2,3
U5FLMKU,E09M142,Poster Making,Competition,3.78,0.7,239.7,773,51,4,1
U5FLMKU,E04T100,Reload,Technical,4.09,0.581,206.1,773,23,5,3
UM7FYNY,E09C100,Concerts,Cultural,3.9,0.519,207.1,3120,48,0,2
UM7FYNY,E05M142,Poster Making,Competition,4.2,0.711,284.3,3120,27,4,1
UM7FYNY,E11C121,Poetry,Cultural,4.25,0.439,95.8,3120,61,3,2
UM7FYNY,E12C121,Poetry,Cultural,4.72,0.56,10.3,3120,67,3,2
U0N3BM2,E04R100,Webinar,Career,3.97,0.558,88.9,82,22,8,0
U0N3BM2,E02R100,Webinar,Career,3.57,0.688,73.2,82,10,8,0
U0N3BM2,E09M100,Sketching,Competition,2.79,0.654,201.9,82,50,6,1
U0N3BM2,E09M142,Poster Making,Competition,3.91,0.554,193.8,82,51,4,1
UP07MR9,E11C100,Concerts,Cultural,4.29,0.759,182.1,3529,60,0,2
UP07MR9,E08C100,Garba Night,Cultural,5.0,0.418,14.7,3529,42,1,2
UP07MR9,E11T100,Nimbus,Technical,4.64,0.73,221.3,3529,65,2,3
UP07MR9,E12R100,Webinar,Career,5.0,0.559,103.8,3529,70,8,0
U36EELN,E09T100,Nimbus,Technical,4.49,0.704,202.9,462,53,2,3
U36EELN,E06M100,Sketching,Competition,4.77,0.468,171.4,462,32,6,1
U36EELN,E03T100,Speed,Technical,3.29,0.712,109.4,462,17,7,3
U36EELN,E04M142,Poster Making,Competition,4.24,0.656,49.0,462,21,4,1
U36EELN,E05C100,Concerts,Cultural,4.17,0.371,37.4,462,24,0,2
UWKMK0T,E06R100,Webinar,Career,3.73,0.879,251.1,4522,34,8,0
U08S8XR,E10R100,Webinar,Career,3.75,0.892,276.3,32,58,8,0
U08S8XR,E09C121,Poetry,Cultural,4.02,0.489,198.4,32,49,3,2
U08S8XR,E04T100,Speed,Technical,4.1,0.444,40.0,32,23,7,3
UCNZURH,E10C100,Garba Night,Cultural,2.72,0.646,126.6,1794,54,1,2
UCNZURH,E07R100,Webinar,Career,4.23,0.737,221.4,1794,40,8,0
UCNZURH,E05C100,Concerts,Cultural,4.73,0.752,236.1,1794,24,0,2
UCNZURH,E03R100,Webinar,Career,3.75,0.553,44.3,1794,16,8,0
U715YC2,E03R100,Webinar,Career,4.33,0.434,10.0,996,16,8,0
U715YC2,E05C121,Poetry,Cultural,3.44,0.585,216.5,996,25,3,2
UO2Z9NR,E05R100,Webinar,Career,4.29,0.436,113.4,3394,28,8,0
UO2Z9NR,E04C100,Garba Night,Cultural,5.0,0.636,83.8,3394,18,1,2
UO2Z9NR,E01M100,Sketching,Competition,3.71,0.459,13.7,3394,2,6,1
UO2Z9NR,E12R100,Webinar,Career,3.26,0.708,166.7,3394,70,8,0
UPT9AZO,E05M100,Sketching,Competition,4.59,0.822,256.8,3654,26,6,1
UPT9AZO,E02C121,Poetry,Cultural,3.87,0.623,287.7,3654,7,3,2
UPT9AZO,E10C121,Poetry,Cultural,3.66,0.793,174.1,3654,55,3,2
UPT9AZO,E08T100,Reload,Technical,4.02,0.539,159.2,3654,47,5,3
U5NU5AB,E11T100,Speed,Technical,4.26,0.523,34.7,810,65,7,3
U5NU5AB,E11T100,Nimbus,Technical,3.77,0.697,169.2,810,65,2,3
U5NU5AB,E08C100,Concerts,Cultural,4.07,0.632,120.2,810,42,0,2
U5NU5AB,E03C100,Garba Night,Cultural,4.04,0.518,186.1,810,12,1,2
U5NU5AB,E12M142,Poster Making,Competition,4.85,0.761,122.7,810,69,4,1
UMM9PN2,E03C121,Poetry,Cultural,3.8,0.394,79.7,3181,13,3,2
UMM9PN2,E06M142,Poster Making,Competition,3.42,0.35,37.5,3181,33,4,1
UMM9PN2,E07M100,Sketching,Competition,3.9,0.57,101.3,3181,38,6,1
UFHL3D0,E12T100,Nimbus,Technical,4.2,0.575,38.0,2192,71,2,3
UFHL3D0,E02M142,Poster Making,Competition,3.77,0.508,61.3,2192,9,4,1
UFHL3D0,E01R100,Webinar,Career,3.75,0.835,296.3,2192,4,8,0
UFHL3D0,E06M100,Sketching,Competition,3.76,0.714,138.8,2192,32,6,1
UNWEWE1,E08T100,Reload,Technical,3.97,0.496,164.2,3367,47,5,3
UNWEWE1,E12T100,Reload,Technical,4.01,0.668,263.3,3367,71,5,3
UNWEWE1,E04T100,Speed,Technical,4.26,0.838,298.7,3367,23,7,3
U24W3RB,E08R100,Webinar,Career,4.38,0.532,179.0,323,46,8,0
U24W3RB,E09M100,Sketching,Competition,3.93,0.832,245.6,323,50,6,1
UVM2017,E09T100,Reload,Technical,4.16,0.546,104.8,4401,53,5,3
UVM2017,E05M100,Sketching,Competition,4.42,0.701,98.7,4401,26,6,1
UVM2017,E03R100,Webinar,Career,3.91,0.716,126.8,4401,16,8,0
UVM2017,E04M142,Poster Making,Competition,2.9,0.517,205.0,4401,21,4,1
UVM2017,E04R100,Webinar,Career,4.1,0.828,207.8,4401,22,8,0
UACXGRU,E07M100,Sketching,Competition,4.03,0.571,101.4,1455,38,6,1
UACXGRU,E12M100,Sketching,Competition,3.48,0.572,48.6,1455,68,6,1
UACXGRU,E03T100,Nimbus,Technical,4.45,0.813,193.4,1455,17,2,3
UACXGRU,E04T100,Speed,Technical,3.15,0.43,47.2,1455,23,7,3
UACXGRU,E08T100,Nimbus,Technical,3.3,0.72,177.8,1455,47,2,3
UMKTSNM,E08R100,Webinar,Career,3.17,0.614,211.1,3173,46,8,0
UMKTSNM,E08T100,Reload,Technical,3.24,0.721,213.2,3173,47,5,3
UMKTSNM,E01R100,Webinar,Career,4.73,0.849,228.5,3173,4,8,0
UMKTSNM,E11C100,Concerts,Cultural,3.69,0.57,263.1,3173,60,0,2
UMKTSNM,E07R100,Webinar,Career,3.95,0.626,155.0,3173,40,8,0
UFWP741,E04M142,Poster Making,Competition,4.08,0.744,221.8,2244,21,4,1
UFWP741,E09T100,Reload,Technical,4.05,0.634,189.6,2244,53,5,3
U557Y7T,E07C100,Garba Night,Cultural,4.66,0.7,64.1,732,36,1,2
U557Y7T,E11T100,Speed,Technical,3.6,0.498,17.4,732,65,7,3
U557Y7T,E04T100,Speed,Technical,3.36,0.505,92.5,732,23,7,3
UCTZJIF,E07T100,Reload,Technical,3.81,0.756,138.5,1826,41,5,3
UCTZJIF,E05R100,Webinar,Career,4.41,0.787,189.0,1826,28,8,0
UCTZJIF,E01R100,Webinar,Career,3.45,0.871,256.5,1826,4,8,0
UJOI6HR,E10T100,Nimbus,Technical,3.99,0.703,66.9,2766,59,2,3
U176YG2,E05M100,Sketching,Competition,4.08,0.689,46.4,168,26,6,1
U176YG2,E03C100,Concerts,Cultural,4.76,0.744,289.4,168,12,0,2
U176YG2,E07M142,Poster Making,Competition,4.0,0.319,41.3,168,39,4,1
U176YG2,E11C121,Poetry,Cultural,4.02,0.522,148.8,168,61,3,2
U176YG2,E05R100,Webinar,Career,3.81,0.729,179.8,168,28,8,0
U1P8OW7,E12T100,Speed,Technical,3.14,0.799,167.0,257,71,7,3
U1P8OW7,E06R100,Webinar,Career,3.6,0.348,34.9,257,34,8,0
U1P8OW7,E05M142,Poster Making,Competition,3.62,0.619,26.5,257,27,4,1
U1P8OW7,E01M100,Sketching,Competition,3.89,0.375,40.6,257,2,6,1
U1P8OW7,E07M100,Sketching,Competition,4.38,0.617,179.8,257,38,6,1
UNPW7IT,E05C100,Concerts,Cultural,3.6,0.807,167.9,3342,24,0,2
UNPW7IT,E04R100,Webinar,Career,5.0,0.637,77.8,3342,22,8,0
UFYTPZT,E02T100,Nimbus,Technical,4.18,0.786,195.0,2255,11,2,3
UFYTPZT,E01C100,Concerts,Cultural,3.83,0.596,247.8,2255,0,0,2
UFYTPZT,E08R100,Webinar,Career,3.94,0.447,22.1,2255,46,8,0
UBPGVC3,E03T100,Speed,Technical,3.97,0.787,154.5,1658,17,7,3
UBPGVC3,E12R100,Webinar,Career,3.22,0.669,209.9,1658,70,8,0
UBPGVC3,E10C100,Garba Night,Cultural,3.52,0.622,83.2,1658,54,1,2
UBPGVC3,E08T100,Nimbus,Technical,3.83,0.589,99.3,1658,47,2,3
UBPGVC3,E02C121,Poetry,Cultural,4.42,0.744,188.0,1658,7,3,2
U592RBV,E07R100,Webinar,Career,3.31,0.549,270.4,750,40,8,0
U592RBV,E04C121,Poetry,Cultural,4.23,0.635,244.9,750,19,3,2
U592RBV,E05R100,Webinar,Career,4.11,0.672,179.1,750,28,8,0
U4T2NBN,E10M100,Sketching,Competition,3.64,0.52,221.8,681,56,6,1
U4T2NBN,E09R100,Webinar,Career,3.14,0.704,115.8,681,52,8,0
U4T2NBN,E02M142,Poster Making,Competition,4.59,0.486,195.9,681,9,4,1
UXI2CSQ,E02T100,Reload,Technical,3.56,0.637,145.2,4651,11,5,3
UXI2CSQ,E01C100,Concerts,Cultural,4.48,0.421,65.1,4651,0,0,2
UXI2CSQ,E05C100,Concerts,Cultural,3.49,0.673,213.5,4651,24,0,2
UXI2CSQ,E09T100,Reload,Technical,3.06,0.783,171.4,4651,53,5,3
UXI2CSQ,E11R100,Webinar,Career,3.84,0.458,114.0,4651,64,8,0
UBZCFFE,E06M142,Poster Making,Competition,3.85,0.631,274.3,1699,33,4,1
UBZCFFE,E08M100,Sketching,Competition,4.21,0.328,16.1,1699,44,6,1
UBZCFFE,E06C121,Poetry,Cultural,3.9,0.557,101.6,1699,31,3,2
UB9E3M6,E09R100,Webinar,Career,4.05,0.668,26.5,1597,52,8,0
UB9E3M6,E06T100,Nimbus,Technical,3.71,0.608,232.3,1597,35,2,3
UB9E3M6,E09T100,Reload,Technical,3.41,0.736,213.6,1597,53,5,3
UB9E3M6,E08C100,Concerts,Cultural,4.19,0.582,106.1,1597,42,0,2
U97P6UO,E08M100,Sketching,Competition,3.49,0.63,205.9,1273,44,6,1
U97P6UO,E05R100,Webinar,Career,4.54,0.504,124.8,1273,28,8,0
U97P6UO,E03M100,Sketching,Competition,3.91,0.836,229.3,1273,14,6,1
U97P6UO,E09R100,Webinar,Career,3.27,0.619,141.7,1273,52,8,0
U97P6UO,E08M100,Sketching,Competition,3.84,0.761,129.6,1273,44,6,1
U6O97TF,E12R100,Webinar,Career,5.0,0.883,281.1,948,70,8,0
U6O97TF,E03C100,Concerts,Cultural,3.97,0.663,82.8,948,12,0,2
U6O97TF,E10C100,Concerts,Cultural,3.37,0.624,44.9,948,54,0,2
UGSB2H8,E09T100,Nimbus,Technical,5.0,0.567,179.5,2355,53,2,3
UGSB2H8,E02C100,Garba Night,Cultural,3.57,0.669,291.1,2355,6,1,2
UBD3N4W,E08R100,Webinar,Career,4.38,0.435,119.6,1610,46,8,0
UHOJI1F,E01T100,Nimbus,Technical,3.61,0.607,28.0,2488,5,2,3
UHOJI1F,E10T100,Nimbus,Technical,3.74,0.424,108.4,2488,59,2,3
UHOJI1F,E11M100,Sketching,Competition,4.09,0.488,156.7,2488,62,6,1
UHOJI1F,E07M100,Sketching,Competition,4.35,0.504,57.0,2488,38,6,1
UHOJI1F,E12C100,Concerts,Cultural,4.5,0.505,200.8,2488,66,0,2
UEJ4BOU,E08T100,Speed,Technical,3.33,0.789,299.3,2072,47,7,3
UEJ4BOU,E04T100,Reload,Technical,4.91,0.472,141.0,2072,23,5,3
UEJ4BOU,E06T100,Reload,Technical,4.68,0.757,112.9,2072,35,5,3
UEJ4BOU,E10R100,Webinar,Career,4.47,0.617,126.2,2072,58,8,0
UEJ4BOU,E08R100,Webinar,Career,4.11,0.665,43.4,2072,46,8,0
UWCX1Y9,E09R100,Webinar,Career,3.21,0.825,266.1,4499,52,8,0
UWCX1Y9,E05T100,Speed,Technical,3.62,0.642,130.3,4499,29,7,3
UY0R5HP,E08M100,Sketching,Competition,4.04,0.648,122.3,4718,44,6,1
UY0R5HP,E08R100,Webinar,Career,4.48,0.828,201.3,4718,46,8,0
U7GQ45D,E09T100,Speed,Technical,4.96,0.679,138.2,1040,53,7,3
U7GQ45D,E09T100,Speed,Technical,4.17,0.692,198.0,1040,53,7,3
U5K5UIU,E10R100,Webinar,Career,3.25,0.452,27.8,794,58,8,0
U5K5UIU,E01M142,Poster Making,Competition,3.63,0.832,246.0,794,3,4,1
U5K5UIU,E11M100,Sketching,Competition,4.42,0.737,282.7,794,62,6,1
U5K5UIU,E04C100,Concerts,Cultural,4.25,0.699,198.1,794,18,0,2
U5K5UIU,E07C121,Poetry,Cultural,3.35,0.867,286.8,794,37,3,2
UOVH7RS,E06M142,Poster Making,Competition,4.15,0.584,53.9,3511,33,4,1
UOVH7RS,E09T100,Nimbus,Technical,4.25,0.752,148.5,3511,53,2,3
UZ59AS1,E01C100,Garba Night,Cultural,3.76,0.587,184.5,4861,0,1,2
UZ59AS1,E01M142,Poster Making,Competition,4.99,0.469,178.7,4861,3,4,1
UZ59AS1,E09R100,Webinar,Career,3.09,0.624,126.4,4861,52,8,0
UZ59AS1,E05C100,Garba Night,Cultural,4.24,0.598,108.0,4861,24,1,2
USAHYJT,E07M142,Poster Making,Competition,3.83,0.577,46.8,3953,39,4,1
USAHYJT,E03T100,Speed,Technical,3.77,0.51,123.6,3953,17,7,3
USAHYJT,E05M100,Sketching,Competition,4.11,0.546,57.2,3953,26,6,1
USAHYJT,E09T100,Reload,Technical,3.93,0.801,223.0,3953,53,5,3
USAHYJT,E02M100,Sketching,Competition,3.69,0.35,70.6,3953,8,6,1
U0DD718,E01R100,Webinar,Career,3.72,0.319,27.0,48,4,8,0
U0DD718,E07R100,Webinar,Career,4.66,0.6,170.2,48,40,8,0
U0DD718,E10T100,Nimbus,Technical,4.11,0.683,182.6,48,59,2,3
UP5RP4Q,E02C100,Garba Night,Cultural,4.36,0.724,262.9,3549,6,1,2
U0RD7UZ,E08M142,Poster Making,Competition,4.06,0.691,177.3,98,45,4,1
UVHD7Z4,E05M142,Poster Making,Competition,3.2,0.566,110.2,4378,27,4,1
UVHD7Z4,E04C100,Garba Night,Cultural,3.65,0.563,242.9,4378,18,1,2
UNGFCUR,E12M100,Sketching,Competition,3.52,0.568,166.7,3308,68,6,1
UNGFCUR,E07T100,Speed,Technical,4.78,0.318,33.0,3308,41,7,3
U4ENEQ8,E11T100,Speed,Technical,2.94,0.471,174.1,623,65,7,3
U4ENEQ8,E06T100,Reload,Technical,3.3,0.587,273.3,623,35,5,3
U4ENEQ8,E03M100,Sketching,Competition,3.46,0.756,124.9,623,14,6,1
U4ENEQ8,E06R100,Webinar,Career,3.49,0.425,95.9,623,34,8,0
USI5CYI,E01R100,Webinar,Career,3.43,0.421,51.6,3977,4,8,0
USI5CYI,E04C100,Concerts,Cultural,4.26,0.437,53.9,3977,18,0,2
USI5CYI,E01T100,Nimbus,Technical,3.35,0.571,135.5,3977,5,2,3
UTUGVMZ,E02T100,Speed,Technical,3.81,0.641,182.7,4146,11,7,3
UTUGVMZ,E03C100,Concerts,Cultural,4.53,0.318,33.4,4146,12,0,2
UTUGVMZ,E09T100,Reload,Technical,4.81,0.912,282.5,4146,53,5,3
UVGSGME,E02R100,Webinar,Career,3.49,0.57,229.0,4375,10,8,0
UP1LNXA,E04R100,Webinar,Career,3.52,0.54,180.1,3532,22,8,0
UP1LNXA,E09M100,Sketching,Competition,4.15,0.865,250.2,3532,50,6,1
UP1LNXA,E03M100,Sketching,Competition,4.1,0.57,33.3,3532,14,6,1
UP1LNXA,E07T100,Reload,Technical,5.0,0.535,148.3,3532,41,5,3
UCZU82K,E01C100,Garba Night,Cultural,3.2,0.686,192.7,1851,0,1,2
UCZU82K,E07T100,Reload,Technical,4.28,0.739,250.3,1851,41,5,3
UCZU82K,E12C100,Garba Night,Cultural,4.01,0.823,237.2,1851,66,1,2
UCZU82K,E11T100,Reload,Technical,3.86,0.405,90.4,1851,65,5,3
UCZU82K,E03C121,Poetry,Cultural,4.06,0.737,282.9,1851,13,3,2
UBOPWYM,E02C121,Poetry,Cultural,4.56,0.471,46.1,1651,7,3,2
UBOPWYM,E06M142,Poster Making,Competition,4.67,0.655,263.8,1651,33,4,1
UBOPWYM,E05T100,Nimbus,Technical,3.61,0.662,291.6,1651,29,2,3
UMH69MX,E06T100,Speed,Technical,3.7,0.48,61.4,3158,35,7,3
UMH69MX,E07C100,Concerts,Cultural,3.73,0.525,219.4,3158,36,0,2
UMH69MX,E10T100,Reload,Technical,4.56,0.481,21.7,3158,59,5,3
URM1RK6,E04R100,Webinar,Career,5.0,0.633,127.6,3870,22,8,0
URM1RK6,E10R100,Webinar,Career,3.08,0.47,159.7,3870,58,8,0
URM1RK6,E04R100,Webinar,Career,4.32,0.825,178.4,3870,22,8,0
URM1RK6,E06R100,Webinar,Career,3.82,0.911,281.4,3870,34,8,0
URM1RK6,E01T100,Speed,Technical,2.88,0.636,205.0,3870,5,7,3
UNKZ13C,E04M100,Sketching,Competition,4.79,0.767,149.6,3325,20,6,1
UNKZ13C,E11C100,Garba Night,Cultural,3.74,0.684,244.8,3325,60,1,2
UNKZ13C,E04T100,Speed,Technical,4.33,0.565,285.7,3325,23,7,3
UNKZ13C,E01R100,Webinar,Career,3.78,0.637,16.4,3325,4,8,0
U71PWAW,E11M142,Poster Making,Competition,3.55,0.848,294.9,1000,63,4,1
U71PWAW,E01C121,Poetry,Cultural,4.22,0.369,35.0,1000,1,3,2
UUREJZM,E11T100,Nimbus,Technical,4.52,0.601,246.2,4267,65,2,3
UUREJZM,E05C100,Garba Night,Cultural,4.02,0.735,91.3,4267,24,1,2
UUREJZM,E06M100,Sketching,Competition,4.65,0.684,48.3,4267,32,6,1
UUREJZM,E08M100,Sketching,Competition,4.8,0.426,137.6,4267,44,6,1
UNFEC8S,E09M142,Poster Making,Competition,4.14,0.606,196.7,3303,51,4,1
UNFEC8S,E07R100,Webinar,Career,4.69,0.681,120.5,3303,40,8,0
UNFEC8S,E02T100,Reload,Technical,3.55,0.653,25.8,3303,11,5,3
ULC4B1J,E07T100,Nimbus,Technical,4.63,0.803,183.8,3000,41,2,3
ULC4B1J,E01C100,Garba Night,Cultural,4.55,0.782,271.7,3000,0,1,2
ULC4B1J,E06R100,Webinar,Career,4.94,0.605,121.1,3000,34,8,0
ULC4B1J,E01R100,Webinar,Career,2.86,0.478,72.7,3000,4,8,0
UL4UTJA,E01C100,Garba Night,Cultural,3.63,0.637,138.3,2967,0,1,2
UL4UTJA,E01R100,Webinar,Career,4.58,0.518,24.0,2967,4,8,0
UL4UTJA,E09C100,Concerts,Cultural,4.22,0.554,247.9,2967,48,0,2
UZD0YUY,E06T100,Reload,Technical,4.62,0.759,249.6,4901,35,5,3
